0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
0.025   -0.0625   0.025   -0.0625
-0.125   0.03125   -0.125   0.03125
-0.125   0.03125   -0.125   0.03125
-0.125   0.03125   -0.125   0.03125
-0.125   0.03125   -0.125   0.03125
-0.125   0.03125   -0.125   0.03125
-0.125   0.03125   -0.125   0.03125
-0.125   0.03125   -0.125   0.03125
-0.125   0.03125   -0.125   0.03125
-0.125   0.03125   -0.125   0.03125
-0.125   0.03125   -0.125   0.03125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
0.0   -0.125   0.0   -0.125
