-23.6974 -28.5591 -28.5592 -28.5594 -28.5598 -29.6344 -29.6355 -25.3437 -21.7258 -24.4445 -18.9670 -22.3061 -17.3534 -11.6053 -11.6053 -6.4832 -7.5182 -7.5182 -4.2384 -5.9327 -5.9326 -11.1230 -11.1230 -11.1230 -28.6974 -28.6536 -28.5021 -27.9743 -25.6581 -10.5678 -6.6678 -7.2680 -6.6678 -5.0921 -5.4836 -14.2347 -15.3053 -22.5613 -25.7997 -25.8653 -26.0963 -23.4858 -19.2747 -15.9182 -13.3181 -16.3804 -20.5881 -28.5616 -28.6974 -28.6536 -28.5021 -27.9743 -25.6581 -10.5678 -6.6681 -7.2682 -7.2680 -5.0921 -5.0921 -12.6924 -15.3053 -29.5809 -27.3943 -27.1144 -27.1045 -20.7052 -19.2776 -13.9475 -13.3016 -16.3769 -20.5864 -28.5589 -23.6974 -28.5591 -28.5592 -28.5594 -28.5598 -25.3433 -29.6355 -25.3437 -21.7258 -23.0167 -18.9667 -18.9670 -17.3532 -10.0282 -11.6049 -6.4832 -7.5182 -7.5182 -4.2384 -5.9327 -5.9326 -11.1230 -11.1230 -11.1230
-14.4268 -28.5591 -28.5592 -28.5594 -28.5597 -29.7224 -29.7232 -25.4794 -21.8996 -24.6580 -19.1486 -22.4638 -17.5364 -12.2495 -12.2495 -6.7738 -7.8395 -7.8395 -4.1926 -5.5732 -5.5732 -9.5089 -9.5089 -9.5089 -28.6990 -28.6716 -28.5614 -28.1881 -26.6845 -17.5490 -6.6535 -7.4390 -6.6535 -5.1180 -5.4836 -13.1760 -14.2051 -21.9405 -25.7602 -26.0901 -26.3971 -23.9160 -19.6197 -16.3039 -13.4427 -16.4718 -20.6976 -28.5643 -28.6990 -28.6716 -28.5614 -28.1881 -26.6845 -17.5490 -6.6537 -7.4393 -7.4390 -5.1180 -5.1180 -11.7430 -14.2051 -29.5135 -27.4525 -27.2494 -27.5070 -21.1217 -19.6318 -14.1201 -13.3895 -16.4567 -20.6902 -28.5589 -14.4268 -28.5591 -28.5592 -28.5594 -28.5597 -25.4791 -29.7232 -25.4794 -21.8996 -23.1264 -19.1483 -19.1486 -17.5362 -10.5893 -12.2491 -6.7738 -7.8395 -7.8395 -4.1926 -5.5732 -5.5732 -9.5089 -9.5089 -9.5089
-5.9641 -28.5590 -28.5591 -28.5593 -28.5596 -29.8082 -29.8090 -25.6102 -22.0625 -24.8698 -19.3338 -22.6242 -17.6910 -12.9739 -12.9739 -7.0898 -8.1983 -8.1983 -4.3210 -5.5052 -5.5052 -8.5873 -8.5873 -8.5873 -28.6960 -28.6846 -28.6044 -28.3373 -27.3304 -21.9298 -6.6372 -7.7123 -6.6372 -5.1878 -5.5211 -12.0514 -12.9958 -21.1713 -25.6821 -26.2825 -26.6767 -24.3661 -20.0757 -16.8485 -13.7111 -16.6311 -20.8247 -28.5750 -28.6960 -28.6846 -28.6044 -28.3373 -27.3304 -21.9298 -6.6374 -7.7125 -7.7123 -5.1878 -5.1878 -10.7513 -12.9958 -29.4141 -27.4813 -27.3550 -27.9085 -21.6311 -20.1181 -14.4283 -13.5643 -16.5762 -20.7963 -28.5589 -5.9641 -28.5590 -28.5591 -28.5593 -28.5596 -25.6100 -29.8090 -25.6102 -22.0625 -23.2423 -19.3335 -19.3338 -17.6908 -11.2194 -12.9736 -7.0898 -8.1983 -8.1983 -4.3210 -5.5052 -5.5052 -8.5873 -8.5873 -8.5873
-2.3030 -28.2456 -28.5591 -28.5592 -28.5595 -29.8884 -29.8890 -25.7298 -22.2066 -25.0672 -19.5121 -22.7791 -17.8260 -13.7236 -13.7236 -7.4086 -8.5677 -8.5677 -4.5659 -5.6546 -5.6546 -8.4719 -8.4720 -8.4720 -28.6887 -28.6934 -28.6358 -28.4430 -27.7519 -24.4710 -6.6184 -8.0238 -6.6184 -5.2631 -5.5589 -10.9138 -11.7182 -20.2915 -25.5669 -26.4482 -26.9383 -24.8301 -20.6621 -17.5902 -14.2256 -16.9277 -21.0064 -28.6023 -28.6887 -28.6934 -28.6358 -28.4430 -27.7519 -24.4710 -6.6186 -8.0240 -8.0238 -5.2631 -5.2631 -9.7768 -11.7182 -29.2825 -27.4838 -27.4343 -28.3049 -22.2487 -20.7709 -14.9702 -13.9048 -16.7807 -20.9272 -28.5589 -2.3030 -28.2456 -28.5591 -28.5592 -28.5595 -25.7297 -29.8890 -25.7298 -22.2066 -23.3569 -19.5116 -19.5121 -17.8259 -11.8701 -13.7234 -7.4086 -8.5677 -8.5677 -4.5659 -5.6546 -5.6546 -8.4719 -8.4720 -8.4720
-2.7959 -21.3394 -28.5591 -28.5592 -28.5594 -29.9600 -29.9605 -25.8339 -22.3268 -25.2407 -19.6744 -22.9212 -17.9481 -14.4478 -14.4478 -7.7192 -8.9319 -8.9319 -4.8520 -5.9003 -5.9003 -8.9151 -8.9151 -8.9151 -28.6785 -28.6982 -28.6587 -28.5188 -28.0354 -25.9631 -6.5977 -8.3293 -6.5977 -5.3200 -5.5757 -9.8400 -10.4448 -19.3435 -25.4176 -26.5863 -27.1789 -25.2816 -21.3498 -18.4885 -15.0152 -17.3957 -21.2655 -28.6524 -28.6785 -28.6982 -28.6587 -28.5188 -28.0354 -25.9631 -6.5979 -8.3295 -8.3293 -5.3200 -5.3200 -8.8912 -10.4448 -29.1204 -27.4592 -27.4866 -28.6788 -22.9467 -21.5613 -15.7739 -14.4477 -17.0957 -21.0977 -28.5589 -2.7959 -21.3394 -28.5591 -28.5592 -28.5594 -25.8338 -29.9605 -25.8339 -22.3268 -23.4636 -19.6739 -19.6744 -17.9480 -12.4974 -14.4476 -7.7192 -8.9319 -8.9319 -4.8520 -5.9003 -5.9003 -8.9151 -8.9151 -8.9151
-3.8854 -12.1416 -28.5591 -28.5592 -28.5593 -30.0214 -30.0218 -25.9201 -22.4213 -25.3852 -19.8156 -23.0455 -18.0618 -15.1115 -15.1115 -8.0210 -9.2871 -9.2871 -5.1339 -6.1639 -6.1639 -9.6096 -9.6097 -9.6097 -28.6667 -28.6986 -28.6753 -28.5735 -28.2304 -26.8739 -6.8156 -8.6040 -6.8156 -5.3459 -5.5621 -8.9104 -9.2739 -18.3667 -25.2378 -26.6945 -27.3941 -25.6931 -22.0766 -19.4431 -15.9999 -18.0052 -21.5966 -28.7258 -28.6667 -28.6986 -28.6753 -28.5735 -28.2304 -26.8739 -6.8157 -8.6042 -8.6040 -5.3459 -5.3459 -8.1496 -9.2739 -28.9299 -27.4058 -27.5108 -29.0128 -23.6681 -22.4107 -16.7628 -15.1538 -17.5084 -21.3082 -28.5589 -3.8854 -12.1416 -28.5591 -28.5592 -28.5593 -25.9201 -30.0218 -25.9201 -22.4213 -23.5576 -19.8151 -19.8156 -18.0617 -13.0714 -15.1114 -8.0210 -9.2871 -9.2871 -5.1339 -6.1639 -6.1639 -9.6096 -9.6097 -9.6097
-4.7894 -4.4480 -28.5590 -28.5591 -28.5593 -30.0701 -30.0705 -25.9847 -22.4858 -25.4959 -19.9339 -23.1501 -18.1700 -15.6930 -15.6930 -8.3170 -9.6349 -9.6349 -5.3932 -6.4127 -6.4127 -10.3387 -10.3387 -10.3387 -28.6545 -28.6945 -28.6872 -28.6132 -28.3672 -27.4526 -7.9655 -8.8393 -7.9655 -5.3364 -5.5161 -8.1712 -8.2848 -17.3760 -25.0139 -26.7710 -27.5805 -26.0469 -22.7762 -20.3477 -17.0355 -18.6824 -21.9726 -28.8173 -28.6545 -28.6945 -28.6872 -28.6132 -28.3672 -27.4526 -7.9656 -8.8394 -8.8393 -5.3364 -5.3364 -7.5511 -8.2848 -28.6954 -27.3055 -27.5071 -29.2963 -24.3528 -23.2309 -17.7994 -15.9318 -17.9772 -21.5468 -28.5589 -4.7894 -4.4480 -28.5590 -28.5591 -28.5593 -25.9847 -30.0705 -25.9847 -22.4858 -23.6367 -19.9332 -19.9339 -18.1698 -13.5723 -15.6929 -8.3170 -9.6349 -9.6349 -5.3932 -6.4127 -6.4127 -10.3387 -10.3387 -10.3387
-5.4432 -2.2345 -27.3187 -28.5591 -28.5592 -30.1007 -30.1009 -26.0185 -22.5092 -25.5640 -20.0301 -23.2352 -18.2744 -16.1837 -16.1837 -8.6151 -9.9832 -9.9832 -5.6287 -6.6421 -6.6421 -10.9786 -10.9786 -10.9786 -28.6428 -28.6864 -28.6950 -28.6422 -28.4644 -27.8333 -9.6218 -9.0367 -9.6218 -5.2911 -5.4387 -7.6100 -7.4748 -16.3336 -24.6839 -26.8153 -27.7369 -26.3374 -23.3987 -21.1294 -17.9871 -19.3481 -22.3593 -28.9194 -28.6428 -28.6864 -28.6950 -28.6422 -28.4644 -27.8333 -9.6219 -9.0368 -9.0367 -5.2911 -5.2911 -7.0261 -7.4748 -28.3498 -27.0950 -27.4763 -29.5266 -24.9557 -23.9569 -18.7551 -16.6858 -18.4528 -21.7965 -28.5589 -5.4432 -2.2345 -27.3187 -28.5591 -28.5592 -26.0185 -30.1009 -26.0185 -22.5092 -23.7008 -20.0293 -20.0301 -18.2742 -13.9920 -16.1835 -8.6151 -9.9832 -9.9832 -5.6287 -6.6421 -6.6421 -10.9786 -10.9786 -10.9786
-5.8724 -3.0706 -19.0245 -28.5591 -28.5592 -30.1085 -30.1087 -26.0142 -22.4832 -25.5841 -20.1071 -23.3026 -18.3759 -16.5865 -16.5865 -8.9296 -10.3484 -10.3484 -5.8500 -6.8615 -6.8615 -11.4732 -11.4732 -11.4732 -28.6318 -28.6756 -28.6987 -28.6633 -28.5342 -28.0910 -11.6049 -9.2015 -11.6049 -5.2137 -5.3341 -7.1729 -6.7976 -15.2001 -24.1894 -26.8277 -27.8636 -26.5665 -23.9178 -21.7573 -18.7747 -19.9450 -22.7279 -29.0244 -28.6318 -28.6756 -28.6987 -28.6633 -28.5342 -28.0910 -11.6050 -9.2016 -9.2015 -5.2137 -5.2137 -6.5142 -6.7976 -27.8295 -26.7208 -27.4197 -29.7059 -25.4532 -24.5566 -19.5536 -17.3496 -18.8957 -22.0416 -28.5589 -5.8724 -3.0706 -19.0245 -28.5591 -28.5592 -26.0142 -30.1087 -26.0142 -22.4832 -23.7510 -20.1061 -20.1071 -18.3757 -14.3328 -16.5863 -8.9296 -10.3484 -10.3484 -5.8500 -6.8615 -6.8615 -11.4732 -11.4732 -11.4732
-6.1226 -4.1345 -9.9137 -28.5591 -28.5591 -30.0927 -30.0929 -25.9713 -22.4089 -25.5578 -20.1687 -23.3556 -18.4746 -16.9120 -16.9120 -9.2812 -10.7544 -10.7544 -6.0723 -7.0879 -7.0878 -11.8112 -11.8112 -11.8112 -28.6219 -28.6636 -28.6980 -28.6787 -28.5846 -28.2692 -13.7604 -9.3406 -13.7604 -5.1174 -5.2156 -6.8071 -6.2151 -13.9661 -23.5061 -26.8084 -27.9617 -26.7402 -24.3275 -22.2326 -19.3765 -20.4454 -23.0597 -29.1261 -28.6219 -28.6636 -28.6980 -28.6787 -28.5846 -28.2692 -13.7605 -9.3407 -9.3406 -5.1174 -5.1174 -6.0079 -6.2151 -27.1058 -26.1650 -27.3381 -29.8391 -25.8402 -25.0251 -20.1731 -17.8944 -19.2828 -22.2704 -28.5589 -6.1226 -4.1345 -9.9137 -28.5591 -28.5591 -25.9713 -30.0929 -25.9713 -22.4089 -23.7894 -20.1675 -20.1687 -18.4744 -14.6045 -16.9118 -9.2812 -10.7544 -10.7544 -6.0723 -7.0879 -7.0878 -11.8112 -11.8112 -11.8112
