S	-20pa	-15pa	-10pa	-5pa	0pa	5pa	10pa	15pa	20pa
2.8544	-0.068965106352413	-0.0621088158024691	-0.0466060606060606	-0.0395477498540965	-0.0299067956004489	-0.0162626262626263	-0.00543434343434344	0.00296648188552189	0.0124178122558923
2.8548	-0.068966664332211	-0.0621095947923681	-0.0466060606060606	-0.0395469708641975	-0.0299075745903479	-0.0162626262626263	-0.00543434343434344	0.00296414491582492	0.0124131383164983
2.8552	-0.068968222312009	-0.0621103737822671	-0.0466060606060606	-0.0395461918742985	-0.0299083535802469	-0.0162626262626263	-0.00543434343434344	0.00296180794612795	0.0124084643771044
2.8556	-0.068969780291807	-0.0621111527721661	-0.0466060606060606	-0.0395454128843996	-0.0299091325701459	-0.0162626262626263	-0.00543434343434344	0.00295947097643098	0.0124037904377104
2.856	-0.0689713382716049	-0.0621119317620651	-0.0466060606060606	-0.0395446338945006	-0.0299099115600449	-0.0162626262626263	-0.00543434343434344	0.002957134006734	0.0123991164983165
2.8564	-0.0689728962514029	-0.0621127107519641	-0.0466060606060606	-0.0395438549046016	-0.0299106905499439	-0.0162626262626263	-0.00543434343434344	0.00295479703703704	0.0123944425589226
2.8568	-0.0689744542312009	-0.0621134897418631	-0.0466060606060606	-0.0395430759147026	-0.0299114695398429	-0.0162626262626263	-0.00543434343434344	0.00295246006734007	0.0123897686195286
2.8572	-0.0689760122109989	-0.0621142687317621	-0.0466060606060606	-0.0395422969248036	-0.0299122485297419	-0.0162626262626263	-0.00543434343434344	0.0029501230976431	0.0123850946801347
2.8576	-0.0689775701907969	-0.062115047721661	-0.0466060606060606	-0.0395415179349046	-0.0299130275196409	-0.0162626262626263	-0.00543434343434344	0.00294778612794613	0.0123804207407407
2.858	-0.0689791281705948	-0.06211582671156	-0.0466060606060606	-0.0395407389450056	-0.0299138065095398	-0.0162626262626263	-0.00543434343434344	0.00294544915824916	0.0123757468013468
2.8584	-0.0689806861503928	-0.062116605701459	-0.0466060606060606	-0.0395399599551066	-0.0299145854994388	-0.0162626262626263	-0.00543434343434344	0.00294311218855219	0.0123710728619529
2.8588	-0.0689822441301908	-0.062117384691358	-0.0466060606060606	-0.0395391809652076	-0.0299153644893378	-0.0162626262626263	-0.00543434343434344	0.00294077521885522	0.0123663989225589
2.8592	-0.0689838021099888	-0.062118163681257	-0.0466060606060606	-0.0395384019753086	-0.0299161434792368	-0.0162626262626263	-0.00543434343434344	0.00293843824915825	0.012361724983165
2.8596	-0.0689853600897868	-0.062118942671156	-0.0466060606060606	-0.0395376229854097	-0.0299169224691358	-0.0162626262626263	-0.00543434343434344	0.00293610127946128	0.012357051043771
2.86	-0.0689869180695847	-0.062119721661055	-0.0466060606060606	-0.0395368439955107	-0.0299177014590348	-0.0162626262626263	-0.00543434343434344	0.00293376430976431	0.0123523771043771
2.8604	-0.0689884760493827	-0.062120500650954	-0.0466060606060606	-0.0395360650056117	-0.0299184804489338	-0.0162626262626263	-0.00543434343434344	0.00293142734006734	0.0123477031649832
2.8608	-0.068989974949495	-0.0621212121212121	-0.0466061365656566	-0.0395353535353535	-0.0299192678787879	-0.0162626262626263	-0.0054344193939394	0.00292898909090909	0.0123428266666667
2.8612	-0.0689908513131313	-0.0621212121212121	-0.0466070129292929	-0.0395353535353535	-0.0299201442424242	-0.0162626262626263	-0.00543529575757576	0.00292548363636363	0.0123358157575758
2.8616	-0.0689917276767677	-0.0621212121212121	-0.0466078892929293	-0.0395353535353535	-0.0299210206060606	-0.0162626262626263	-0.00543617212121212	0.00292197818181818	0.0123288048484848
2.862	-0.068992604040404	-0.0621212121212121	-0.0466087656565657	-0.0395353535353535	-0.029921896969697	-0.0162626262626263	-0.00543704848484849	0.00291847272727272	0.0123217939393939
2.8624	-0.0689934804040404	-0.0621212121212121	-0.046609642020202	-0.0395353535353535	-0.0299227733333333	-0.0162626262626263	-0.00543792484848485	0.00291496727272727	0.012314783030303
2.8628	-0.0689943567676768	-0.0621212121212121	-0.0466105183838384	-0.0395353535353535	-0.0299236496969697	-0.0162626262626263	-0.00543880121212121	0.00291146181818182	0.0123077721212121
2.8632	-0.0689952331313131	-0.0621212121212121	-0.0466113947474747	-0.0395353535353535	-0.0299245260606061	-0.0162626262626263	-0.00543967757575758	0.00290795636363636	0.0123007612121212
2.8636	-0.0689961094949495	-0.0621212121212121	-0.0466122711111111	-0.0395353535353535	-0.0299254024242424	-0.0162626262626263	-0.00544055393939394	0.00290445090909091	0.0122937503030303
2.864	-0.0689969858585859	-0.0621212121212121	-0.0466131474747475	-0.0395353535353535	-0.0299262787878788	-0.0162626262626263	-0.00544143030303031	0.00290094545454545	0.0122867393939394
2.8644	-0.0689978622222222	-0.0621212121212121	-0.0466140238383838	-0.0395353535353535	-0.0299271551515152	-0.0162626262626263	-0.00544230666666667	0.00289744	0.0122797284848485
2.8648	-0.0689987385858586	-0.0621212121212121	-0.0466149002020202	-0.0395353535353535	-0.0299280315151515	-0.0162626262626263	-0.00544318303030303	0.00289393454545454	0.0122727175757576
2.8652	-0.0689996149494949	-0.0621212121212121	-0.0466157765656566	-0.0395353535353535	-0.0299289078787879	-0.0162626262626263	-0.0054440593939394	0.00289042909090909	0.0122657066666667
2.8656	-0.0690004913131313	-0.0621212121212121	-0.0466166529292929	-0.0395353535353535	-0.0299297842424242	-0.0162626262626263	-0.00544493575757576	0.00288692363636363	0.0122586957575758
2.866	-0.0690013676767677	-0.0621212121212121	-0.0466175292929293	-0.0395353535353535	-0.0299306606060606	-0.0162626262626263	-0.00544581212121212	0.00288341818181818	0.0122516848484848
2.8664	-0.069002244040404	-0.0621212121212121	-0.0466184056565657	-0.0395353535353535	-0.029931536969697	-0.0162626262626263	-0.00544668848484849	0.00287991272727273	0.0122446739393939
2.8668	-0.0690031204040404	-0.0621212121212121	-0.046619282020202	-0.0395353535353535	-0.0299324133333333	-0.0162626262626263	-0.00544756484848485	0.00287640727272727	0.012237663030303
2.8672	-0.0690039967676768	-0.0621212121212121	-0.0466201583838384	-0.0395353535353535	-0.0299332896969697	-0.0162626262626263	-0.00544844121212121	0.00287290181818182	0.0122306521212121
2.8676	-0.0690048731313131	-0.0621212121212121	-0.0466210347474748	-0.0395353535353535	-0.0299341660606061	-0.0162626262626263	-0.00544931757575758	0.00286939636363636	0.0122236412121212
2.868	-0.0690057494949495	-0.0621212121212121	-0.0466219111111111	-0.0395353535353535	-0.0299350424242424	-0.0162626262626263	-0.00545019393939394	0.00286589090909091	0.0122166303030303
2.8684	-0.0690066258585859	-0.0621212121212121	-0.0466227874747475	-0.0395353535353535	-0.0299359187878788	-0.0162626262626263	-0.00545107030303031	0.00286238545454545	0.0122096193939394
2.8688	-0.0690075022222222	-0.0621212121212121	-0.0466236638383839	-0.0395353535353535	-0.0299367951515152	-0.0162626262626263	-0.00545194666666667	0.00285888	0.0122026084848485
2.8692	-0.0690083785858586	-0.0621212121212121	-0.0466245402020202	-0.0395353535353535	-0.0299376715151515	-0.0162626262626263	-0.00545282303030303	0.00285537454545454	0.0121955975757576
2.8696	-0.069009254949495	-0.0621212121212121	-0.0466254165656566	-0.0395353535353535	-0.0299385478787879	-0.0162626262626263	-0.0054536993939394	0.00285186909090909	0.0121885866666667
2.87	-0.0690101313131313	-0.0621212121212121	-0.0466262929292929	-0.0395353535353535	-0.0299394242424242	-0.0162626262626263	-0.00545457575757576	0.00284836363636363	0.0121815757575758
2.8704	-0.0690110076767677	-0.0621212121212121	-0.0466271692929293	-0.0395353535353535	-0.0299403006060606	-0.0162626262626263	-0.00545545212121212	0.00284485818181818	0.0121745648484848
2.8708	-0.069011884040404	-0.0621212121212121	-0.0466280456565657	-0.0395353535353535	-0.029941176969697	-0.0162626262626263	-0.00545632848484849	0.00284135272727273	0.0121675539393939
2.8712	-0.0690127604040404	-0.0621212121212121	-0.046628922020202	-0.0395353535353535	-0.0299420533333333	-0.0162626262626263	-0.00545720484848485	0.00283784727272727	0.012160543030303
2.8716	-0.0690136367676768	-0.0621212121212121	-0.0466297983838384	-0.0395353535353535	-0.0299429296969697	-0.0162626262626263	-0.00545808121212121	0.00283434181818182	0.0121535321212121
2.872	-0.0690145131313131	-0.0621212121212121	-0.0466306747474748	-0.0395353535353535	-0.0299438060606061	-0.0162626262626263	-0.00545895757575758	0.00283083636363636	0.0121465212121212
2.8724	-0.0690153894949495	-0.0621212121212121	-0.0466315511111111	-0.0395353535353535	-0.0299446824242424	-0.0162626262626263	-0.00545983393939394	0.00282733090909091	0.0121395103030303
2.8728	-0.0690162658585858	-0.0621212121212121	-0.0466324274747475	-0.0395353535353535	-0.0299455587878788	-0.0162626262626263	-0.00546071030303031	0.00282382545454545	0.0121324993939394
2.8732	-0.0690171422222222	-0.0621212121212121	-0.0466333038383838	-0.0395353535353535	-0.0299464351515152	-0.0162626262626263	-0.00546158666666667	0.00282032	0.0121254884848485
2.8736	-0.0690180185858586	-0.0621212121212121	-0.0466341802020202	-0.0395353535353535	-0.0299473115151515	-0.0162626262626263	-0.00546246303030303	0.00281681454545454	0.0121184775757576
2.874	-0.069018894949495	-0.0621212121212121	-0.0466350565656566	-0.0395353535353535	-0.0299481878787879	-0.0162626262626263	-0.0054633393939394	0.00281330909090909	0.0121114666666667
2.8744	-0.0690197713131313	-0.0621212121212121	-0.0466359329292929	-0.0395353535353535	-0.0299490642424242	-0.0162626262626263	-0.00546421575757576	0.00280980363636364	0.0121044557575758
2.8748	-0.0690206476767677	-0.0621212121212121	-0.0466368092929293	-0.0395353535353535	-0.0299499406060606	-0.0162626262626263	-0.00546509212121212	0.00280629818181818	0.0120974448484848
2.8752	-0.069021524040404	-0.0621212121212121	-0.0466376856565657	-0.0395353535353535	-0.029950816969697	-0.0162626262626263	-0.00546596848484849	0.00280279272727273	0.0120904339393939
2.8756	-0.0690224004040404	-0.0621212121212121	-0.046638562020202	-0.0395353535353535	-0.0299516933333333	-0.0162626262626263	-0.00546684484848485	0.00279928727272727	0.012083423030303
2.876	-0.0690232767676768	-0.0621212121212121	-0.0466394383838384	-0.0395353535353535	-0.0299525696969697	-0.0162626262626263	-0.00546772121212121	0.00279578181818182	0.0120764121212121
2.8764	-0.0690241531313131	-0.0621212121212121	-0.0466403147474748	-0.0395353535353535	-0.0299534460606061	-0.0162626262626263	-0.00546859757575758	0.00279227636363636	0.0120694012121212
2.8768	-0.0690250294949495	-0.0621212121212121	-0.0466411911111111	-0.0395353535353535	-0.0299543224242424	-0.0162626262626263	-0.00546947393939394	0.00278877090909091	0.0120623903030303
2.8772	-0.0690259058585859	-0.0621212121212121	-0.0466420674747475	-0.0395353535353535	-0.0299551987878788	-0.0162626262626263	-0.00547035030303031	0.00278526545454545	0.0120553793939394
2.8776	-0.0690267822222222	-0.0621212121212121	-0.0466429438383838	-0.0395353535353535	-0.0299560751515151	-0.0162626262626263	-0.00547122666666667	0.00278176	0.0120483684848485
2.878	-0.0690276585858586	-0.0621212121212121	-0.0466438202020202	-0.0395353535353535	-0.0299569515151515	-0.0162626262626263	-0.00547210303030303	0.00277825454545454	0.0120413575757576
2.8784	-0.069028534949495	-0.0621212121212121	-0.0466446965656566	-0.0395353535353535	-0.0299578278787879	-0.0162626262626263	-0.0054729793939394	0.00277474909090909	0.0120343466666667
2.8788	-0.0690294113131313	-0.0621212121212121	-0.0466455729292929	-0.0395353535353535	-0.0299587042424242	-0.0162626262626263	-0.00547385575757576	0.00277124363636364	0.0120273357575758
2.8792	-0.0690302876767677	-0.0621212121212121	-0.0466464492929293	-0.0395353535353535	-0.0299595806060606	-0.0162626262626263	-0.00547473212121212	0.00276773818181818	0.0120203248484848
2.8796	-0.0690325990572391	-0.0621212121212121	-0.0466472299887767	-0.0395345881930415	-0.029960361301908	-0.0162633916049383	-0.00547474747474748	0.00276538074074074	0.012017140650954
2.88	-0.069034936026936	-0.0621212121212121	-0.0466480089786757	-0.0395338092031425	-0.029961140291807	-0.0162641705948373	-0.00547474747474748	0.00276304377104377	0.012014024691358
2.8804	-0.069037272996633	-0.0621212121212121	-0.0466487879685746	-0.0395330302132436	-0.029961919281706	-0.0162649495847362	-0.00547474747474748	0.0027607068013468	0.0120109087317621
2.8808	-0.06903960996633	-0.0621212121212121	-0.0466495669584736	-0.0395322512233446	-0.0299626982716049	-0.0162657285746352	-0.00547474747474748	0.00275836983164983	0.0120077927721661
2.8812	-0.0690419469360269	-0.0621212121212121	-0.0466503459483726	-0.0395314722334456	-0.0299634772615039	-0.0162665075645342	-0.00547474747474748	0.00275603286195286	0.0120046768125701
2.8816	-0.0690442839057239	-0.0621212121212121	-0.0466511249382716	-0.0395306932435466	-0.0299642562514029	-0.0162672865544332	-0.00547474747474748	0.00275369589225589	0.0120015608529742
2.882	-0.0690466208754209	-0.0621212121212121	-0.0466519039281706	-0.0395299142536476	-0.0299650352413019	-0.0162680655443322	-0.00547474747474748	0.00275135892255892	0.0119984448933782
2.8824	-0.0690489578451178	-0.0621212121212121	-0.0466526829180696	-0.0395291352637486	-0.0299658142312009	-0.0162688445342312	-0.00547474747474748	0.00274902195286195	0.0119953289337823
2.8828	-0.0690512948148148	-0.0621212121212121	-0.0466534619079686	-0.0395283562738496	-0.0299665932210999	-0.0162696235241302	-0.00547474747474748	0.00274668498316498	0.0119922129741863
2.8832	-0.0690536317845118	-0.0621212121212121	-0.0466542408978676	-0.0395275772839506	-0.0299673722109989	-0.0162704025140292	-0.00547474747474748	0.00274434801346801	0.0119890970145903
2.8836	-0.0690559687542088	-0.0621212121212121	-0.0466550198877666	-0.0395267982940516	-0.0299681512008979	-0.0162711815039282	-0.00547474747474748	0.00274201104377104	0.0119859810549944
2.884	-0.0690583057239057	-0.0621212121212121	-0.0466557988776655	-0.0395260193041526	-0.0299689301907969	-0.0162719604938272	-0.00547474747474748	0.00273967407407407	0.0119828650953984
2.8844	-0.0690606426936027	-0.0621212121212121	-0.0466565778675645	-0.0395252403142537	-0.0299697091806958	-0.0162727394837262	-0.00547474747474748	0.00273733710437711	0.0119797491358025
2.8848	-0.0690629796632997	-0.0621212121212121	-0.0466573568574635	-0.0395244613243547	-0.0299704881705948	-0.0162735184736251	-0.00547474747474748	0.00273500013468014	0.0119766331762065
2.8852	-0.0690653166329966	-0.0621212121212121	-0.0466581358473625	-0.0395236823344557	-0.0299712671604938	-0.0162742974635241	-0.00547474747474748	0.00273266316498317	0.0119735172166106
2.8856	-0.0690676536026936	-0.0621212121212121	-0.0466589148372615	-0.0395229033445567	-0.0299720461503928	-0.0162750764534231	-0.00547474747474748	0.0027303261952862	0.0119704012570146
2.886	-0.0690699905723906	-0.0621212121212121	-0.0466596938271605	-0.0395221243546577	-0.0299728251402918	-0.0162758554433221	-0.00547474747474748	0.00272798922558923	0.0119672852974186
2.8864	-0.0690723275420875	-0.0621212121212121	-0.0466604728170595	-0.0395213453647587	-0.0299736041301908	-0.0162766344332211	-0.00547474747474748	0.00272565225589226	0.0119641693378227
2.8868	-0.0690746645117845	-0.0621212121212121	-0.0466612518069585	-0.0395205663748597	-0.0299743831200898	-0.0162774134231201	-0.00547474747474748	0.00272331528619529	0.0119610533782267
2.8872	-0.0690770014814815	-0.0621212121212121	-0.0466620307968575	-0.0395197873849607	-0.0299751621099888	-0.0162781924130191	-0.00547474747474748	0.00272097831649832	0.0119579374186308
2.8876	-0.0690793384511784	-0.0621212121212121	-0.0466628097867565	-0.0395190083950617	-0.0299759410998878	-0.0162789714029181	-0.00547474747474748	0.00271864134680135	0.0119548214590348
2.888	-0.0690816754208754	-0.0621212121212121	-0.0466635887766554	-0.0395182294051627	-0.0299767200897868	-0.0162797503928171	-0.00547474747474748	0.00271630437710438	0.0119517054994388
2.8884	-0.0690840123905724	-0.0621212121212121	-0.0466643677665544	-0.0395174504152638	-0.0299774990796857	-0.0162805293827161	-0.00547474747474748	0.00271396740740741	0.0119485895398429
2.8888	-0.0690863493602693	-0.0621212121212121	-0.0466651467564534	-0.0395166714253648	-0.0299782780695847	-0.016281308372615	-0.00547474747474748	0.00271163043771044	0.0119454735802469
2.8892	-0.0690886863299663	-0.0621212121212121	-0.0466659257463524	-0.0395158924354658	-0.0299790570594837	-0.016282087362514	-0.00547474747474748	0.00270929346801347	0.011942357620651
2.8896	-0.0690910232996633	-0.0621212121212121	-0.0466667047362514	-0.0395151134455668	-0.0299798360493827	-0.016282866352413	-0.00547474747474748	0.0027069564983165	0.011939241661055
2.89	-0.0690933602693603	-0.0621212121212121	-0.0466674837261504	-0.0395143344556678	-0.0299806150392817	-0.016283645342312	-0.00547474747474748	0.00270461952861953	0.011936125701459
2.8904	-0.0690956972390572	-0.0621212121212121	-0.0466682627160494	-0.0395135554657688	-0.0299813940291807	-0.016284424332211	-0.00547474747474748	0.00270228255892256	0.0119330097418631
2.8908	-0.0690980342087542	-0.0621212121212121	-0.0466690417059484	-0.0395127764758698	-0.0299821730190797	-0.01628520332211	-0.00547474747474748	0.00269994558922559	0.0119298937822671
2.8912	-0.0691003711784512	-0.0621212121212121	-0.0466698206958474	-0.0395119974859708	-0.0299829520089787	-0.016285982312009	-0.00547474747474748	0.00269760861952862	0.0119267778226712
2.8916	-0.0691027081481481	-0.0621212121212121	-0.0466705996857464	-0.0395112184960718	-0.0299837309988777	-0.016286761301908	-0.00547474747474748	0.00269527164983165	0.0119236618630752
2.892	-0.0691050451178451	-0.0621212121212121	-0.0466713786756453	-0.0395104395061728	-0.0299845099887767	-0.016287540291807	-0.00547474747474748	0.00269293468013468	0.0119205459034792
2.8924	-0.0691073820875421	-0.0621212121212121	-0.0466721576655443	-0.0395096605162739	-0.0299852889786756	-0.0162883192817059	-0.00547474747474748	0.00269059771043772	0.0119174299438833
2.8928	-0.0691097190572391	-0.0621212121212121	-0.0466729366554433	-0.0395088815263749	-0.0299860679685746	-0.0162890982716049	-0.00547474747474748	0.00268826074074075	0.0119143139842873
2.8932	-0.069112056026936	-0.0621212121212121	-0.0466737156453423	-0.0395081025364759	-0.0299868469584736	-0.0162898772615039	-0.00547474747474748	0.00268592377104378	0.0119111980246914
2.8936	-0.069114392996633	-0.0621212121212121	-0.0466744946352413	-0.0395073235465769	-0.0299876259483726	-0.0162906562514029	-0.00547474747474748	0.00268358680134681	0.0119080820650954
2.894	-0.06911672996633	-0.0621212121212121	-0.0466752736251403	-0.0395065445566779	-0.0299884049382716	-0.0162914352413019	-0.00547474747474748	0.00268124983164984	0.0119049661054994
2.8944	-0.0691190669360269	-0.0621212121212121	-0.0466760526150393	-0.0395057655667789	-0.0299891839281706	-0.0162922142312009	-0.00547474747474748	0.00267891286195287	0.0119018501459035
2.8948	-0.0691214039057239	-0.0621212121212121	-0.0466768316049383	-0.0395049865768799	-0.0299899629180696	-0.0162929932210999	-0.00547474747474748	0.0026765758922559	0.0118987341863075
2.8952	-0.0691237408754209	-0.0621212121212121	-0.0466776105948373	-0.0395042075869809	-0.0299907419079686	-0.0162937722109989	-0.00547474747474748	0.00267423892255893	0.0118956182267116
2.8956	-0.0691260778451178	-0.0621212121212121	-0.0466783895847363	-0.0395034285970819	-0.0299915208978676	-0.0162945512008979	-0.00547474747474748	0.00267190195286196	0.0118925022671156
2.896	-0.0691284148148148	-0.0621212121212121	-0.0466791685746352	-0.0395026496071829	-0.0299922998877666	-0.0162953301907969	-0.00547474747474748	0.00266956498316499	0.0118893863075196
2.8964	-0.0691307517845118	-0.0621212121212121	-0.0466799475645342	-0.0395018706172839	-0.0299930788776655	-0.0162961091806958	-0.00547474747474748	0.00266722801346802	0.0118862703479237
2.8968	-0.0691330887542088	-0.0621212121212121	-0.0466807265544332	-0.039501091627385	-0.0299938578675645	-0.0162968881705948	-0.00547474747474748	0.00266489104377105	0.0118831543883277
2.8972	-0.0691354257239057	-0.0621212121212121	-0.0466815055443322	-0.039500312637486	-0.0299946368574635	-0.0162976671604938	-0.00547474747474748	0.00266255407407408	0.0118800384287318
2.8976	-0.0691377626936027	-0.0621212121212121	-0.0466822845342312	-0.039499533647587	-0.0299954158473625	-0.0162984461503928	-0.00547474747474748	0.00266021710437711	0.0118769224691358
2.898	-0.0691400996632997	-0.0621212121212121	-0.0466830635241302	-0.039498754657688	-0.0299961948372615	-0.0162992251402918	-0.00547474747474748	0.00265788013468014	0.0118738065095398
2.8984	-0.0691424366329966	-0.0621212121212121	-0.0466838425140292	-0.039497975667789	-0.0299969738271605	-0.0163000041301908	-0.00547474747474748	0.00265554316498317	0.0118706905499439
2.8988	-0.0691447736026936	-0.0621212121212121	-0.0466846215039282	-0.03949719667789	-0.0299977528170595	-0.0163007831200898	-0.00547474747474748	0.0026532061952862	0.0118675745903479
2.8992	-0.0691471105723906	-0.0621212121212121	-0.0466854004938272	-0.039496417687991	-0.0299985318069585	-0.0163015621099888	-0.00547474747474748	0.00265086922558923	0.011864458630752
2.8996	-0.0691494475420875	-0.0621212121212121	-0.0466861794837262	-0.039495638698092	-0.0299993107968575	-0.0163023410998878	-0.00547474747474748	0.00264853225589226	0.011861342671156
2.9	-0.0691516947250281	-0.0621211223344557	-0.0466870482603816	-0.039494859708193	-0.0299998204264871	-0.0163031200897868	-0.00547465768799103	0.0026465544332211	0.011858406285073
2.9004	-0.069153252704826	-0.0621203433445567	-0.0466886062401796	-0.0394940807182941	-0.0299982624466891	-0.0163038990796857	-0.00547387869809204	0.00264733342312009	0.011856848305275
2.9008	-0.069154810684624	-0.0621195643546577	-0.0466901642199776	-0.0394933017283951	-0.0299967044668911	-0.0163046780695847	-0.00547309970819305	0.00264811241301908	0.011855290325477
2.9012	-0.069156368664422	-0.0621187853647587	-0.0466917221997755	-0.0394925227384961	-0.0299951464870932	-0.0163054570594837	-0.00547232071829406	0.00264889140291807	0.011853732345679
2.9016	-0.06915792664422	-0.0621180063748597	-0.0466932801795735	-0.0394917437485971	-0.0299935885072952	-0.0163062360493827	-0.00547154172839507	0.00264967039281706	0.011852174365881
2.902	-0.069159484624018	-0.0621172273849607	-0.0466948381593715	-0.0394909647586981	-0.0299920305274972	-0.0163070150392817	-0.00547076273849608	0.00265044938271605	0.0118506163860831
2.9024	-0.0691610426038159	-0.0621164483950617	-0.0466963961391695	-0.0394901857687991	-0.0299904725476992	-0.0163077940291807	-0.00546998374859709	0.00265122837261504	0.0118490584062851
2.9028	-0.0691626005836139	-0.0621156694051627	-0.0466979541189675	-0.0394894067789001	-0.0299889145679012	-0.0163085730190797	-0.0054692047586981	0.00265200736251403	0.0118475004264871
2.9032	-0.0691641585634119	-0.0621148904152637	-0.0466995120987654	-0.0394886277890011	-0.0299873565881033	-0.0163093520089787	-0.00546842576879911	0.00265278635241302	0.0118459424466891
2.9036	-0.0691657165432099	-0.0621141114253648	-0.0467010700785634	-0.0394878487991021	-0.0299857986083053	-0.0163101309988777	-0.00546764677890012	0.00265356534231201	0.0118443844668911
2.904	-0.0691672745230079	-0.0621133324354658	-0.0467026280583614	-0.0394870698092031	-0.0299842406285073	-0.0163109099887767	-0.00546686778900113	0.002654344332211	0.0118428264870932
2.9044	-0.0691688325028058	-0.0621125534455668	-0.0467041860381594	-0.0394862908193042	-0.0299826826487093	-0.0163116889786756	-0.00546608879910214	0.00265512332210999	0.0118412685072952
2.9048	-0.0691703904826038	-0.0621117744556678	-0.0467057440179574	-0.0394855118294052	-0.0299811246689113	-0.0163124679685746	-0.00546530980920315	0.00265590231200898	0.0118397105274972
2.9052	-0.0691719484624018	-0.0621109954657688	-0.0467073019977553	-0.0394847328395062	-0.0299795666891134	-0.0163132469584736	-0.00546453081930416	0.00265668130190797	0.0118381525476992
2.9056	-0.0691735064421998	-0.0621102164758698	-0.0467088599775533	-0.0394839538496072	-0.0299780087093154	-0.0163140259483726	-0.00546375182940517	0.00265746029180696	0.0118365945679012
2.906	-0.0691750644219978	-0.0621094374859708	-0.0467104179573513	-0.0394831748597082	-0.0299764507295174	-0.0163148049382716	-0.00546297283950618	0.00265823928170595	0.0118350365881033
2.9064	-0.0691766224017957	-0.0621086584960718	-0.0467119759371493	-0.0394823958698092	-0.0299748927497194	-0.0163155839281706	-0.00546219384960719	0.00265901827160494	0.0118334786083053
2.9068	-0.0691781803815937	-0.0621078795061728	-0.0467135339169472	-0.0394816168799102	-0.0299733347699214	-0.0163163629180696	-0.0054614148597082	0.00265979726150393	0.0118319206285073
2.9072	-0.0691797383613917	-0.0621071005162738	-0.0467150918967452	-0.0394808378900112	-0.0299717767901235	-0.0163171419079686	-0.00546063586980921	0.00266057625140292	0.0118303626487093
2.9076	-0.0691812963411897	-0.0621063215263749	-0.0467166498765432	-0.0394800589001122	-0.0299702188103255	-0.0163179208978676	-0.00545985687991022	0.00266135524130191	0.0118288046689113
2.908	-0.0691828543209877	-0.0621055425364759	-0.0467182078563412	-0.0394792799102132	-0.0299686608305275	-0.0163186998877666	-0.00545907789001123	0.0026621342312009	0.0118272466891134
2.9084	-0.0691844123007856	-0.0621047635465769	-0.0467197658361392	-0.0394785009203143	-0.0299671028507295	-0.0163194788776655	-0.00545829890011224	0.00266291322109989	0.0118256887093154
2.9088	-0.0691859702805836	-0.0621039845566779	-0.0467213238159372	-0.0394777219304153	-0.0299655448709315	-0.0163202578675645	-0.00545751991021325	0.00266369221099888	0.0118241307295174
2.9092	-0.0691875282603816	-0.0621032055667789	-0.0467228817957351	-0.0394769429405163	-0.0299639868911336	-0.0163210368574635	-0.00545674092031426	0.00266447120089787	0.0118225727497194
2.9096	-0.0691890862401796	-0.0621024265768799	-0.0467244397755331	-0.0394761639506173	-0.0299624289113356	-0.0163218158473625	-0.00545596193041527	0.00266525019079686	0.0118210147699214
2.91	-0.0691906442199776	-0.0621016475869809	-0.0467259977553311	-0.0394753849607183	-0.0299608709315376	-0.0163225948372615	-0.00545518294051628	0.00266602918069585	0.0118194567901235
2.9104	-0.0691922021997755	-0.0621008685970819	-0.0467275557351291	-0.0394746059708193	-0.0299593129517396	-0.0163233738271605	-0.00545440395061729	0.00266680817059484	0.0118178988103255
2.9108	-0.0691937601795735	-0.0621000896071829	-0.0467291137149271	-0.0394738269809203	-0.0299577549719416	-0.0163241528170595	-0.0054536249607183	0.00266758716049383	0.0118163408305275
2.9112	-0.0691953181593715	-0.062099310617284	-0.046730671694725	-0.0394730479910213	-0.0299561969921437	-0.0163249318069585	-0.00545284597081931	0.00266836615039282	0.0118147828507295
2.9116	-0.0691968761391695	-0.062098531627385	-0.046732229674523	-0.0394722690011223	-0.0299546390123457	-0.0163257107968575	-0.00545206698092032	0.00266914514029181	0.0118132248709315
2.912	-0.0691984341189675	-0.062097752637486	-0.046733787654321	-0.0394714900112233	-0.0299530810325477	-0.0163264897867565	-0.00545128799102133	0.0026699241301908	0.0118116668911336
2.9124	-0.0691999920987654	-0.062096973647587	-0.046735345634119	-0.0394707110213244	-0.0299515230527497	-0.0163272687766554	-0.00545050900112234	0.00267070312008979	0.0118101089113356
2.9128	-0.0692015500785634	-0.062096194657688	-0.0467369036139169	-0.0394699320314254	-0.0299499650729517	-0.0163280477665544	-0.00544973001122335	0.00267148210998878	0.0118085509315376
2.9132	-0.0692031080583614	-0.062095415667789	-0.0467384615937149	-0.0394691530415264	-0.0299484070931538	-0.0163288267564534	-0.00544895102132436	0.00267226109988777	0.0118069929517396
2.9136	-0.0692046660381594	-0.06209463667789	-0.0467400195735129	-0.0394683740516274	-0.0299468491133558	-0.0163296057463524	-0.00544817203142537	0.00267304008978676	0.0118054349719416
2.914	-0.0692062240179574	-0.062093857687991	-0.0467415775533109	-0.0394675950617284	-0.0299452911335578	-0.0163303847362514	-0.00544739304152638	0.00267381907968575	0.0118038769921437
2.9144	-0.0692077819977553	-0.062093078698092	-0.0467431355331089	-0.0394668160718294	-0.0299437331537598	-0.0163311637261504	-0.00544661405162739	0.00267459806958474	0.0118023190123457
