S	-20pa	-15pa	-10pa	-5pa	0pa	5pa	10pa	15pa	20pa
0.4048	-0.0657009874747475	-0.059753557979798	-0.0453778117171717	-0.0398424016161616	-0.0301697082828283	-0.0185171604040404	-0.00633126787878788	0.00202427636363636	0.00785864242424243
0.4052	-0.0656992347474747	-0.0597553107070707	-0.0453804408080808	-0.0398406488888889	-0.0301705846464646	-0.018516284040404	-0.00632776242424242	0.00202690545454545	0.00786302424242424
0.4056	-0.065697482020202	-0.0597570634343434	-0.0453830698989899	-0.0398388961616162	-0.030171461010101	-0.0185154076767677	-0.00632425696969697	0.00202953454545455	0.00786740606060606
0.406	-0.0656957292929293	-0.0597588161616162	-0.045385698989899	-0.0398371434343434	-0.0301723373737374	-0.0185145313131313	-0.00632075151515152	0.00203216363636364	0.00787178787878788
0.4064	-0.0656939765656566	-0.0597605688888889	-0.0453883280808081	-0.0398353907070707	-0.0301732137373737	-0.0185136549494949	-0.00631724606060606	0.00203479272727273	0.0078761696969697
0.4068	-0.0656922238383838	-0.0597623216161616	-0.0453909571717172	-0.039833637979798	-0.0301740901010101	-0.0185127785858586	-0.00631374060606061	0.00203742181818182	0.00788055151515152
0.4072	-0.0656904711111111	-0.0597640743434343	-0.0453935862626263	-0.0398318852525253	-0.0301749664646465	-0.0185119022222222	-0.00631023515151515	0.00204005090909091	0.00788493333333334
0.4076	-0.0656887183838384	-0.0597658270707071	-0.0453962153535354	-0.0398301325252525	-0.0301758428282828	-0.0185110258585859	-0.0063067296969697	0.00204268	0.00788931515151515
0.408	-0.0656869656565656	-0.0597675797979798	-0.0453988444444444	-0.0398283797979798	-0.0301767191919192	-0.0185101494949495	-0.00630322424242424	0.00204530909090909	0.00789369696969697
0.4084	-0.0656852129292929	-0.0597693325252525	-0.0454014735353535	-0.0398266270707071	-0.0301775955555556	-0.0185092731313131	-0.00629971878787879	0.00204793818181818	0.00789807878787879
0.4088	-0.0656834602020202	-0.0597710852525253	-0.0454041026262626	-0.0398248743434343	-0.0301784719191919	-0.0185083967676768	-0.00629621333333333	0.00205056727272727	0.00790246060606061
